titulo,apresentacao,condicao_clinica,confianca_extracao,contexto,cuidados,diluicao,dose,duracao,especialidade,fonte_arquivo,fonte_pagina,fonte_secao,frequencia,medicamento,modo_de_uso,observacoes,orientacoes,sinais_de_alerta,slug,status_revisao,subcondicao,tags,texto_original,tipo_de_conduta,via
Pancreatite Aguda — Dipirona 1g EV 6/6h se dor ou febre,,Pancreatite Aguda,Alta,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,53,Cirurgia Geral > Pancreatite Aguda,6/6h,Dipirona 1g EV 6/6h se dor ou febre,Dipirona 1g EV 6/6h se dor ou febre,Item numerado 4. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-pancreatite-aguda-dipirona-1g-ev-6-6h-se-dor-ou-febre-dipirona-1g-ev-6-6h-se-dor-ou-febre,Revisão pendente,,"analgésico, emergência",Dipirona 1g EV 6/6h se dor ou febre,Prescrição,EV
Pancreatite Aguda — Tramadol 100mg EV 8/8h se dor intensa,,Pancreatite Aguda,Alta,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,53,Cirurgia Geral > Pancreatite Aguda,8/8h,Tramadol 100mg EV 8/8h se dor intensa,Tramadol 100mg EV 8/8h se dor intensa,Item numerado 5. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-pancreatite-aguda-tramadol-100mg-ev-8-8h-se-dor-intensa-tramadol-100mg-ev-8-8h-se-dor-intensa,Revisão pendente,,"analgésico, emergência",Tramadol 100mg EV 8/8h se dor intensa,Prescrição,EV
Pancreatite Aguda — Ondansetrona 8mg EV 8/8h se náuseas/vômitos,,Pancreatite Aguda,Alta,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,53,Cirurgia Geral > Pancreatite Aguda,8/8h,Ondansetrona 8mg EV 8/8h se náuseas/vômitos,Ondansetrona 8mg EV 8/8h se náuseas/vômitos,Item numerado 6. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-pancreatite-aguda-ondansetrona-8mg-ev-8-8h-se-nauseas-vomitos-ondansetrona-8mg-ev-8-8h-se-nauseas-vomitos,Revisão pendente,,emergência,Ondansetrona 8mg EV 8/8h se náuseas/vômitos,Prescrição,EV
Pancreatite Aguda — Controle de sinais vitais 6/6h,,Pancreatite Aguda,Baixa,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,53,Cirurgia Geral > Pancreatite Aguda,6/6h,Controle de sinais vitais 6/6h,Controle de sinais vitais 6/6h,Item numerado 8. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-pancreatite-aguda-controle-de-sinais-vitais-6-6h-controle-de-sinais-vitais-6-6h,Revisão pendente,,emergência,Controle de sinais vitais 6/6h,Conduta,
Pancreatite Aguda — Omprazol 40 mg,,Pancreatite Aguda,Alta,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,53,Cirurgia Geral > Pancreatite Aguda,,Omprazol 40 mg,Omprazol 40 mg - EV,Item numerado 7. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-pancreatite-aguda-omprazol-40-mg-omprazol-40-mg-ev,Revisão pendente,,emergência,Omprazol 40 mg - EV,Prescrição,EV
Pancreatite Aguda — Dextro 4/4h enquanto permanecer em jejum,,Pancreatite Aguda,Baixa,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,53,Cirurgia Geral > Pancreatite Aguda,4/4h,Dextro 4/4h enquanto permanecer em jejum,Dextro 4/4h enquanto permanecer em jejum,Item numerado 9. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-pancreatite-aguda-dextro-4-4h-enquanto-permanecer-em-jejum-dextro-4-4h-enquanto-permanecer-em-jejum,Revisão pendente,,emergência,Dextro 4/4h enquanto permanecer em jejum,Conduta,
Pancreatite Aguda — Soro glicosado 50% 40ml EV se dextro < 70,,Pancreatite Aguda,Alta,PS,,Soro glicosado 50% 40ml EV se dextro < 70,,,Cirurgia Geral,PDF Guia Prático de Prescrições,53,Cirurgia Geral > Pancreatite Aguda,,Soro glicosado 50% 40ml EV se dextro < 70,Soro glicosado 50% 40ml EV se dextro < 70,Item numerado 10. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-pancreatite-aguda-soro-glicosado-50-40ml-ev-se-dextro-70-soro-glicosado-50-40ml-ev-se-dextro-70,Revisão pendente,,emergência,Soro glicosado 50% 40ml EV se dextro < 70,Prescrição,EV
Pancreatite Aguda — Cabeceira elevada em 45º,,Pancreatite Aguda,Baixa,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,53,Cirurgia Geral > Pancreatite Aguda,,Cabeceira elevada em 45º,Cabeceira elevada em 45º,Item numerado 11. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-pancreatite-aguda-cabeceira-elevada-em-45o-cabeceira-elevada-em-45o,Revisão pendente,,emergência,Cabeceira elevada em 45º,Conduta,
Pancreatite Aguda — Quantificar débito urinário,,Pancreatite Aguda,Baixa,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,53,Cirurgia Geral > Pancreatite Aguda,,Quantificar débito urinário,Quantificar débito urinário,Item numerado 12. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-pancreatite-aguda-quantificar-debito-urinario-quantificar-debito-urinario,Revisão pendente,,emergência,Quantificar débito urinário,Conduta,
Pancreatite Aguda — Internação,,Pancreatite Aguda,Baixa,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,53,Cirurgia Geral > Pancreatite Aguda,,Internação,Internação,Item numerado 1. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-pancreatite-aguda-internacao-internacao,Revisão pendente,,emergência,Internação,Conduta,
Pancreatite Aguda — Avaliação da cirurgia geral,,Pancreatite Aguda,Baixa,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,53,Cirurgia Geral > Pancreatite Aguda,,Avaliação da cirurgia geral,Avaliação da cirurgia geral,Item numerado 2. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-pancreatite-aguda-avaliacao-da-cirurgia-geral-avaliacao-da-cirurgia-geral,Revisão pendente,,emergência,Avaliação da cirurgia geral,Conduta,
Pancreatite Aguda — Controle de sintomas,,Pancreatite Aguda,Baixa,PS,,,,,Cirurgia Geral,PDF Guia Prático de Prescrições,53,Cirurgia Geral > Pancreatite Aguda,,Controle de sintomas,Controle de sintomas,Item numerado 4. Cabeçalho próximo: Prescrição,,,pdf-cirurgia-geral-pancreatite-aguda-controle-de-sintomas-controle-de-sintomas,Revisão pendente,,emergência,Controle de sintomas,Conduta,
Alergia Simples e Urticária — Difenidramina (50mg/mL),,Alergia Simples e Urticária,Alta,Alta,,,,,Dermatologia,PDF Guia Prático de Prescrições,56,Dermatologia > Alergia Simples e Urticária,,Difenidramina (50mg/mL),"Difenidramina (50mg/mL)
Fazer 1 mL (1 ampola) - EV em bólus
Corticoide",Item numerado 1. Cabeçalho próximo: Antihistamínico,,,pdf-dermatologia-alergia-simples-e-urticaria-difenidramina-50mg-ml-difenidramina-50mg-ml-fazer-1-ml-1-ampola-ev-em-bolus-corticoide,Revisão pendente,,corticoide,"Difenidramina (50mg/mL)
Fazer 1 mL (1 ampola) - EV em bólus
Corticoide",Prescrição,EV
Alergia Simples e Urticária — Hidrocortisona (100mg/mL),,Alergia Simples e Urticária,Alta,Alta,,,,,Dermatologia,PDF Guia Prático de Prescrições,56,Dermatologia > Alergia Simples e Urticária,,Hidrocortisona (100mg/mL),"Hidrocortisona (100mg/mL)
Fazer 100mg - EV
USO ORAL
Antihistamínico",Item numerado 2. Cabeçalho próximo: Antihistamínico,,,pdf-dermatologia-alergia-simples-e-urticaria-hidrocortisona-100mg-ml-hidrocortisona-100mg-ml-fazer-100mg-ev-uso-oral-antihistaminico,Revisão pendente,,corticoide,"Hidrocortisona (100mg/mL)
Fazer 100mg - EV
USO ORAL
Antihistamínico",Prescrição,EV
Alergia Simples e Urticária — Loratadina 10 mg,,Alergia Simples e Urticária,Média,Alta,,,,por 05 dias,Dermatologia,PDF Guia Prático de Prescrições,56,Dermatologia > Alergia Simples e Urticária,1x ao dia,Loratadina 10 mg,"Loratadina 10 mg - cp
Tomar 01 cp, 1x ao dia, por 05 dias
Corticoide",Item numerado 1. Cabeçalho próximo: Antihistamínico,,,pdf-dermatologia-alergia-simples-e-urticaria-loratadina-10-mg-loratadina-10-mg-cp-tomar-01-cp-1x-ao-dia-por-05-dias-corticoide,Revisão pendente,,corticoide,"Loratadina 10 mg - cp
Tomar 01 cp, 1x ao dia, por 05 dias
Corticoide",Prescrição,
Alergia Simples e Urticária — Prednisona 20 mg,,Alergia Simples e Urticária,Média,Alta,,,,por 05 dias,Dermatologia,PDF Guia Prático de Prescrições,56,Dermatologia > Alergia Simples e Urticária,1x ao dia,Prednisona 20 mg,"Prednisona 20 mg - cp
Tomar 01 cp, 1x ao dia, por 05 dias
Receita de Alta
Prescrição no PS",Item numerado 2. Cabeçalho próximo: Antihistamínico,,,pdf-dermatologia-alergia-simples-e-urticaria-prednisona-20-mg-prednisona-20-mg-cp-tomar-01-cp-1x-ao-dia-por-05-dias-receita-de-alta-prescr,Revisão pendente,,corticoide,"Prednisona 20 mg - cp
Tomar 01 cp, 1x ao dia, por 05 dias
Receita de Alta
Prescrição no PS",Prescrição,
Anafilaxia — Adrenalina 1mg/mL,,Anafilaxia,Alta,PS,,,,,Dermatologia,PDF Guia Prático de Prescrições,57,Dermatologia > Anafilaxia,,Adrenalina 1mg/mL,"Adrenalina 1mg/mL - ampola
Fazer 0,5 mL - IM no músculo vasto - lateral
Repetir mais 2x a cada 5~15 min se necessário
Se broncoespasmo",Item numerado 1. Cabeçalho próximo: Adrenalina,,,pdf-dermatologia-anafilaxia-adrenalina-1mg-ml-adrenalina-1mg-ml-ampola-fazer-0-5-ml-im-no-musculo-vasto-lateral-repetir,Revisão pendente,,emergência,"Adrenalina 1mg/mL - ampola
Fazer 0,5 mL - IM no músculo vasto - lateral
Repetir mais 2x a cada 5~15 min se necessário
Se broncoespasmo",Prescrição,IM
Anafilaxia — Salbutamol 5 mg/ml,,Anafilaxia,Média,PS,,,,,Dermatologia,PDF Guia Prático de Prescrições,57,Dermatologia > Anafilaxia,,Salbutamol 5 mg/ml,Salbutamol 5 mg/ml,Item numerado 2. Cabeçalho próximo: Adrenalina,,,pdf-dermatologia-anafilaxia-salbutamol-5-mg-ml-salbutamol-5-mg-ml,Revisão pendente,,"emergência, inalatório",Salbutamol 5 mg/ml,Prescrição,
"Anafilaxia — gotas em 5 ml de SF 0,9 %",,Anafilaxia,Alta,PS,,"gotas em 5 ml de SF 0,9 %",,,Dermatologia,PDF Guia Prático de Prescrições,57,Dermatologia > Anafilaxia,,"gotas em 5 ml de SF 0,9 %","gotas em 5 ml de SF 0,9 %
Inalar a cada 20 min, em 1 hora",Item numerado 20. Cabeçalho próximo: Adrenalina,,,pdf-dermatologia-anafilaxia-gotas-em-5-ml-de-sf-0-9-gotas-em-5-ml-de-sf-0-9-inalar-a-cada-20-min-em-1-hora,Revisão pendente,,"emergência, inalatório","gotas em 5 ml de SF 0,9 %
Inalar a cada 20 min, em 1 hora",Prescrição,Inalatória
"Anafilaxia — Ipratrópio 0,25 mg/ml",,Anafilaxia,Média,PS,,,,,Dermatologia,PDF Guia Prático de Prescrições,57,Dermatologia > Anafilaxia,,"Ipratrópio 0,25 mg/ml","Ipratrópio 0,25 mg/ml",Item numerado 3. Cabeçalho próximo: Adrenalina,,,pdf-dermatologia-anafilaxia-ipratropio-0-25-mg-ml-ipratropio-0-25-mg-ml,Revisão pendente,,emergência,"Ipratrópio 0,25 mg/ml",Prescrição,
"Anafilaxia — gotas em 5 ml de SF 0,9 %",,Anafilaxia,Alta,PS,,"gotas em 5 ml de SF 0,9 %",,,Dermatologia,PDF Guia Prático de Prescrições,57,Dermatologia > Anafilaxia,,"gotas em 5 ml de SF 0,9 %","gotas em 5 ml de SF 0,9 %
Inalar a cada 20 min, em 1 hora
Fluidoterapia",Item numerado 40. Cabeçalho próximo: Adrenalina,,,pdf-dermatologia-anafilaxia-gotas-em-5-ml-de-sf-0-9-gotas-em-5-ml-de-sf-0-9-inalar-a-cada-20-min-em-1-hora-fluidoterapia,Revisão pendente,,"emergência, inalatório","gotas em 5 ml de SF 0,9 %
Inalar a cada 20 min, em 1 hora
Fluidoterapia",Prescrição,Inalatória
"Anafilaxia — SF 0,9 %",,Anafilaxia,Baixa,PS,,"SF 0,9 %",,,Dermatologia,PDF Guia Prático de Prescrições,57,Dermatologia > Anafilaxia,,"SF 0,9 %","SF 0,9 %",Item numerado 4. Cabeçalho próximo: Adrenalina,,,pdf-dermatologia-anafilaxia-sf-0-9-sf-0-9,Revisão pendente,,emergência,"SF 0,9 %",Conduta,
Anafilaxia — ml,,Anafilaxia,Média,PS,,,,,Dermatologia,PDF Guia Prático de Prescrições,57,Dermatologia > Anafilaxia,,ml,"ml - EV
Conduta no PS",Item numerado 1000. Cabeçalho próximo: Adrenalina,,,pdf-dermatologia-anafilaxia-ml-ml-ev-conduta-no-ps,Revisão pendente,,emergência,"ml - EV
Conduta no PS",Prescrição,EV
Anafilaxia — Difenidramina (50mg/mL),,Anafilaxia,Alta,PS,,,,,Dermatologia,PDF Guia Prático de Prescrições,58,Dermatologia > Anafilaxia,,Difenidramina (50mg/mL),"Difenidramina (50mg/mL)
Fazer 1 mL (1 ampola) - EV em bólus
Corticoide",Item numerado 1. Cabeçalho próximo: Antihistamínico,,,pdf-dermatologia-anafilaxia-difenidramina-50mg-ml-difenidramina-50mg-ml-fazer-1-ml-1-ampola-ev-em-bolus-corticoide,Revisão pendente,,"corticoide, emergência","Difenidramina (50mg/mL)
Fazer 1 mL (1 ampola) - EV em bólus
Corticoide",Prescrição,EV
Anafilaxia — Hidrocortisona (100mg/mL),,Anafilaxia,Alta,PS,,,,,Dermatologia,PDF Guia Prático de Prescrições,58,Dermatologia > Anafilaxia,,Hidrocortisona (100mg/mL),"Hidrocortisona (100mg/mL)
Fazer 200mg (02 ampolas) - EV lento
Conduta no PS",Item numerado 2. Cabeçalho próximo: Antihistamínico,,,pdf-dermatologia-anafilaxia-hidrocortisona-100mg-ml-hidrocortisona-100mg-ml-fazer-200mg-02-ampolas-ev-lento-conduta-no-ps,Revisão pendente,,"corticoide, emergência","Hidrocortisona (100mg/mL)
Fazer 200mg (02 ampolas) - EV lento
Conduta no PS",Prescrição,EV
Anafilaxia — Adrenalina 1mg/mL,,Anafilaxia,Alta,PS,,"Adrenalina (1 mg/ml) 6 mg + SF 0,9% 94 ml",,,Dermatologia,PDF Guia Prático de Prescrições,59,Dermatologia > Anafilaxia,,Adrenalina 1mg/mL,"Adrenalina 1mg/mL - ampola
Adrenalina (1 mg/ml) 6 mg + SF 0,9% 94 ml
Iniciar em 0,1 micrograma/kg/minuto (dose
usual: 1 a 20 ml/h) EV em BIC
Conduta no PS
SE USO DE BETABLOQUEADOR",Item numerado 1. Cabeçalho próximo: Adrenalina,,,pdf-dermatologia-anafilaxia-adrenalina-1mg-ml-adrenalina-1mg-ml-ampola-adrenalina-1-mg-ml-6-mg-sf-0-9-94-ml-iniciar-em,Revisão pendente,,emergência,"Adrenalina 1mg/mL - ampola
Adrenalina (1 mg/ml) 6 mg + SF 0,9% 94 ml
Iniciar em 0,1 micrograma/kg/minuto (dose
usual: 1 a 20 ml/h) EV em BIC
Conduta no PS
SE USO DE BETABLOQUEADOR",Prescrição,EV
Anafilaxia — Glucagon (1mg/ml),,Anafilaxia,Alta,PS,,,,,Dermatologia,PDF Guia Prático de Prescrições,59,Dermatologia > Anafilaxia,,Glucagon (1mg/ml),"Glucagon (1mg/ml)
Administrar 01 ampola IM",Item numerado 1. Cabeçalho próximo: Adrenalina,,,pdf-dermatologia-anafilaxia-glucagon-1mg-ml-glucagon-1mg-ml-administrar-01-ampola-im,Revisão pendente,,emergência,"Glucagon (1mg/ml)
Administrar 01 ampola IM",Prescrição,IM
Anafilaxia — Loratadina 10 mg,,Anafilaxia,Média,Alta,,,,por 05 dias,Dermatologia,PDF Guia Prático de Prescrições,60,Dermatologia > Anafilaxia,1x ao dia,Loratadina 10 mg,"Loratadina 10 mg - cp
Tomar 01 cp, 1x ao dia, por 05 dias
Corticoide",Item numerado 1. Cabeçalho próximo: Antihistamínico,,,pdf-dermatologia-anafilaxia-loratadina-10-mg-loratadina-10-mg-cp-tomar-01-cp-1x-ao-dia-por-05-dias-corticoide,Revisão pendente,,corticoide,"Loratadina 10 mg - cp
Tomar 01 cp, 1x ao dia, por 05 dias
Corticoide",Prescrição,
Anafilaxia — Prednisona 20 mg,,Anafilaxia,Média,Alta,,,,por 05 dias,Dermatologia,PDF Guia Prático de Prescrições,60,Dermatologia > Anafilaxia,1x ao dia,Prednisona 20 mg,"Prednisona 20 mg - cp
Tomar 02 cp, 1x ao dia, por 05 dias
Orientações
Prescrever EpiPen® e treinar uso domiciliar
Encaminhar ao alergista para investigação de
gatilhos e plano de ação personalizado",Item numerado 2. Cabeçalho próximo: Antihistamínico,,,pdf-dermatologia-anafilaxia-prednisona-20-mg-prednisona-20-mg-cp-tomar-02-cp-1x-ao-dia-por-05-dias-orientacoes-prescrever,Revisão pendente,,corticoide,"Prednisona 20 mg - cp
Tomar 02 cp, 1x ao dia, por 05 dias
Orientações
Prescrever EpiPen® e treinar uso domiciliar
Encaminhar ao alergista para investigação de
gatilhos e plano de ação personalizado",Prescrição,
Celulite e Erisipela — Amoxicilina + Clavulanato (875+125mg),,Celulite e Erisipela,Média,Alta,,,,por 7 dias,Dermatologia,PDF Guia Prático de Prescrições,61,Dermatologia > Celulite e Erisipela,de 12/12h; 12/12h,Amoxicilina + Clavulanato (875+125mg),"Amoxicilina + Clavulanato (875+125mg) - cp
Tomar 01 cp, de 12/12h, por 7 dias
OU",Item numerado 1. Cabeçalho próximo: Antibioticoterapia,,,pdf-dermatologia-celulite-e-erisipela-amoxicilina-clavulanato-875-125mg-amoxicilina-clavulanato-875-125mg-cp-tomar-01-cp-de-12-12h-por-7-dias-ou,Revisão pendente,,antibiótico,"Amoxicilina + Clavulanato (875+125mg) - cp
Tomar 01 cp, de 12/12h, por 7 dias
OU",Prescrição,
Celulite e Erisipela — Cefadroxila 500 mg,,Celulite e Erisipela,Média,Alta,,,,por 7 dias,Dermatologia,PDF Guia Prático de Prescrições,61,Dermatologia > Celulite e Erisipela,de 12/12h; 12/12h,Cefadroxila 500 mg,"Cefadroxila 500 mg - cp
Tomar 01 cp, de 12/12h, por 7 dias
OU",Item numerado 1. Cabeçalho próximo: Antibioticoterapia,,,pdf-dermatologia-celulite-e-erisipela-cefadroxila-500-mg-cefadroxila-500-mg-cp-tomar-01-cp-de-12-12h-por-7-dias-ou,Revisão pendente,,,"Cefadroxila 500 mg - cp
Tomar 01 cp, de 12/12h, por 7 dias
OU",Prescrição,
Celulite e Erisipela — Cefalexina 500 mg,,Celulite e Erisipela,Média,Alta,,,,por 7 dias,Dermatologia,PDF Guia Prático de Prescrições,61,Dermatologia > Celulite e Erisipela,de 6/6h; 6/6h,Cefalexina 500 mg,"Cefalexina 500 mg - cp
Tomar 01 cp, de 6/6h, por 7 dias
Sintomáticos",Item numerado 1. Cabeçalho próximo: Antibioticoterapia,,,pdf-dermatologia-celulite-e-erisipela-cefalexina-500-mg-cefalexina-500-mg-cp-tomar-01-cp-de-6-6h-por-7-dias-sintomaticos,Revisão pendente,,antibiótico,"Cefalexina 500 mg - cp
Tomar 01 cp, de 6/6h, por 7 dias
Sintomáticos",Prescrição,
Celulite e Erisipela — Ibuprofeno 600 mg,,Celulite e Erisipela,Média,Alta,,,,por até 03 dias; até 03 dias,Dermatologia,PDF Guia Prático de Prescrições,61,Dermatologia > Celulite e Erisipela,de 8/8h; 8/8h,Ibuprofeno 600 mg,"Ibuprofeno 600 mg - cp
Tomar 01 cp, de 8/8h, por até 03 dias",Item numerado 2. Cabeçalho próximo: Antibioticoterapia,,,pdf-dermatologia-celulite-e-erisipela-ibuprofeno-600-mg-ibuprofeno-600-mg-cp-tomar-01-cp-de-8-8h-por-ate-03-dias,Revisão pendente,,analgésico,"Ibuprofeno 600 mg - cp
Tomar 01 cp, de 8/8h, por até 03 dias",Prescrição,
Celulite e Erisipela — Dipirona 1g,,Celulite e Erisipela,Média,Alta,,,,,Dermatologia,PDF Guia Prático de Prescrições,61,Dermatologia > Celulite e Erisipela,de 6/6h; 6/6h,Dipirona 1g,"Dipirona 1g - cp
Tomar 01 cp, de 6/6h, se dor",Item numerado 3. Cabeçalho próximo: Antibioticoterapia,,,pdf-dermatologia-celulite-e-erisipela-dipirona-1g-dipirona-1g-cp-tomar-01-cp-de-6-6h-se-dor,Revisão pendente,,analgésico,"Dipirona 1g - cp
Tomar 01 cp, de 6/6h, se dor",Prescrição,
Celulite e Erisipela — Tramadol 50 mg,,Celulite e Erisipela,Média,Alta,,,,,Dermatologia,PDF Guia Prático de Prescrições,61,Dermatologia > Celulite e Erisipela,de 8/8h; 8/8h,Tramadol 50 mg,"Tramadol 50 mg - cp
Tomar 01 cp, de 8/8h, se dor muito intensa
Receita de Alta",Item numerado 4. Cabeçalho próximo: Antibioticoterapia,,,pdf-dermatologia-celulite-e-erisipela-tramadol-50-mg-tramadol-50-mg-cp-tomar-01-cp-de-8-8h-se-dor-muito-intensa-receita-de-alta,Revisão pendente,,analgésico,"Tramadol 50 mg - cp
Tomar 01 cp, de 8/8h, se dor muito intensa
Receita de Alta",Prescrição,
Celulite e Erisipela — Oxacilina 500 mg/fr,,Celulite e Erisipela,Média,Não especificado,,,,,Dermatologia,PDF Guia Prático de Prescrições,62,Dermatologia > Celulite e Erisipela,,Oxacilina 500 mg/fr,Oxacilina 500 mg/fr,Item numerado 1. Cabeçalho próximo: Antibioticoterapia,,,pdf-dermatologia-celulite-e-erisipela-oxacilina-500-mg-fr-oxacilina-500-mg-fr,Revisão pendente,,,Oxacilina 500 mg/fr,Prescrição,
"Celulite e Erisipela — g,EV, 4/4h, por 7 dias",,Celulite e Erisipela,Alta,Não especificado,,,,por 7 dias,Dermatologia,PDF Guia Prático de Prescrições,62,Dermatologia > Celulite e Erisipela,4/4h,"g,EV, 4/4h, por 7 dias","g,EV, 4/4h, por 7 dias
OU",Item numerado 2. Cabeçalho próximo: Antibioticoterapia,,,pdf-dermatologia-celulite-e-erisipela-g-ev-4-4h-por-7-dias-g-ev-4-4h-por-7-dias-ou,Revisão pendente,,,"g,EV, 4/4h, por 7 dias
OU",Prescrição,EV
Celulite e Erisipela — Ceftriaxona 1 g,,Celulite e Erisipela,Alta,Não especificado,,,,por 7 dias,Dermatologia,PDF Guia Prático de Prescrições,62,Dermatologia > Celulite e Erisipela,12/12h,Ceftriaxona 1 g,"Ceftriaxona 1 g
EV, 12/12h, por 7 dias
OU",Item numerado 1. Cabeçalho próximo: Antibioticoterapia,,,pdf-dermatologia-celulite-e-erisipela-ceftriaxona-1-g-ceftriaxona-1-g-ev-12-12h-por-7-dias-ou,Revisão pendente,,antibiótico,"Ceftriaxona 1 g
EV, 12/12h, por 7 dias
OU",Prescrição,EV
Celulite e Erisipela — Clindamicina 600 mg,,Celulite e Erisipela,Alta,Não especificado,,,,por 7 dias,Dermatologia,PDF Guia Prático de Prescrições,62,Dermatologia > Celulite e Erisipela,8/8h,Clindamicina 600 mg,"Clindamicina 600 mg
EV, 8/8h, por 7 dias
Sintomáticos",Item numerado 1. Cabeçalho próximo: Antibioticoterapia,,,pdf-dermatologia-celulite-e-erisipela-clindamicina-600-mg-clindamicina-600-mg-ev-8-8h-por-7-dias-sintomaticos,Revisão pendente,,antibiótico,"Clindamicina 600 mg
EV, 8/8h, por 7 dias
Sintomáticos",Prescrição,EV
"Celulite e Erisipela — Cetoprofeno 100mg + SF 0,9 % 100 ml",,Celulite e Erisipela,Alta,Não especificado,,"Cetoprofeno 100mg + SF 0,9 % 100 ml - EV em",,,Dermatologia,PDF Guia Prático de Prescrições,62,Dermatologia > Celulite e Erisipela,,"Cetoprofeno 100mg + SF 0,9 % 100 ml","Cetoprofeno 100mg + SF 0,9 % 100 ml - EV em",Item numerado 2. Cabeçalho próximo: Antibioticoterapia,,,pdf-dermatologia-celulite-e-erisipela-cetoprofeno-100mg-sf-0-9-100-ml-cetoprofeno-100mg-sf-0-9-100-ml-ev-em,Revisão pendente,,analgésico,"Cetoprofeno 100mg + SF 0,9 % 100 ml - EV em",Prescrição,EV
