titulo,especialidade,condicao_clinica,subcondicao,contexto,tipo_de_conduta,medicamento,apresentacao,dose,via,frequencia,duracao,diluicao,modo_de_uso,orientacoes,sinais_de_alerta,cuidados,observacoes,tags,fonte_arquivo,fonte_pagina,fonte_secao,texto_original,confianca_extracao,status_revisao,slug
Ataque Isquêmico Transitório — AAS,Neurologia,Ataque Isquêmico Transitório,,PS,Prescrição,AAS,300 mg,300 mg,,,,,"AAS
 Dose de ataque: 300 mg
 Manutenção: 100 mg / dia
ABCD > 4","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 1. Cabeçalho próximo: ABCD < 4 | Revisão automática: item exige validação clínica/protocolo local antes de uso.,emergência,PDF Guia Prático de Prescrições,141,Neurologia > Ataque Isquêmico Transitório,"AAS
 Dose de ataque: 300 mg
 Manutenção: 100 mg / dia
ABCD > 4",Baixa,Não usar sem validação,pdf-neurologia-ataque-isquemico-transitorio-aas-aas-o-dose-de-ataque-300-mg-o-manutencao-100-mg-dia-abcd-4
Ataque Isquêmico Transitório — AAS,Neurologia,Ataque Isquêmico Transitório,,PS,Prescrição,AAS,300 mg,300 mg,,,,,"AAS
 Dose de ataque: 300 mg
 Manutenção: 100 mg / dia","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 1. Cabeçalho próximo: ABCD < 4 | Revisão automática: item exige validação clínica/protocolo local antes de uso.,emergência,PDF Guia Prático de Prescrições,141,Neurologia > Ataque Isquêmico Transitório,"AAS
 Dose de ataque: 300 mg
 Manutenção: 100 mg / dia",Baixa,Não usar sem validação,pdf-neurologia-ataque-isquemico-transitorio-aas-aas-o-dose-de-ataque-300-mg-o-manutencao-100-mg-dia
Ataque Isquêmico Transitório — Clopidogrel,Neurologia,Ataque Isquêmico Transitório,,PS,Prescrição,Clopidogrel,300 mg,300 mg,,,por 21 dias,,"Clopidogrel
 Dose de ataque: 300 mg
 Manutenção: 75 mg / dia, por 21 dias","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Item numerado 2. Cabeçalho próximo: ABCD < 4 | Revisão automática: item exige validação clínica/protocolo local antes de uso.,emergência,PDF Guia Prático de Prescrições,141,Neurologia > Ataque Isquêmico Transitório,"Clopidogrel
 Dose de ataque: 300 mg
 Manutenção: 75 mg / dia, por 21 dias",Baixa,Não usar sem validação,pdf-neurologia-ataque-isquemico-transitorio-clopidogrel-clopidogrel-o-dose-de-ataque-300-mg-o-manutencao-75-mg-dia-por-21-dias
Cefaleias — horas,Neurologia,Cefaleias,,Não especificado,Conduta,horas,,,,,,,"horas
Ataques com duração de 15 a","Avaliar padrão, gatilhos, frequência, uso excessivo de analgésicos e necessidade de profilaxia.","Pior cefaleia da vida, início súbito, déficit neurológico, febre/rigidez nucal, papiledema, câncer/HIV, trauma, gestação/puerpério ou nova cefaleia >50 anos.",Não mascarar cefaleia secundária. Encaminhar/urgência se houver red flags.,Item numerado 72. Cabeçalho próximo: Episódios que duram entre 4 a | Revisão automática: item exige validação clínica/protocolo local antes de uso.,,PDF Guia Prático de Prescrições,144,Neurologia > Cefaleias,"horas
Ataques com duração de 15 a",Baixa,Não usar sem validação,pdf-neurologia-cefaleias-horas-horas-ataques-com-duracao-de-15-a
Cefaleias — minutos,Neurologia,Cefaleias,,Não especificado,Conduta,minutos,,,,,,,"minutos
Intensidade
Leve a moderada
Moderada a grave
Muito intensa e severa
Sintomas Associados
Raramente há náuseas ou
vômitos; fotofobia e fonofobia
discretas em alguns casos
Frequentemente
acompanhada de náuseas,
vômitos, fotofobia, fonofobia e,
ocasionalmente, aura
Associada a sintomas
autonômicos ipsilaterais:
lacrimejamento, congestão
nasal, ptose, miose e injeção
conjuntival
Epidemiologia
Alta prevalência, distribuição
semelhante entre os sexos
Mais comum em mulheres
(aproximadamente 3:1)
Predominantemente em
homens (aproximadamente","Avaliar padrão, gatilhos, frequência, uso excessivo de analgésicos e necessidade de profilaxia.","Pior cefaleia da vida, início súbito, déficit neurológico, febre/rigidez nucal, papiledema, câncer/HIV, trauma, gestação/puerpério ou nova cefaleia >50 anos.",Não mascarar cefaleia secundária. Encaminhar/urgência se houver red flags.,Item numerado 180. Cabeçalho próximo: Episódios que duram entre 4 a | Revisão automática: item exige validação clínica/protocolo local antes de uso.,,PDF Guia Prático de Prescrições,144,Neurologia > Cefaleias,"minutos
Intensidade
Leve a moderada
Moderada a grave
Muito intensa e severa
Sintomas Associados
Raramente há náuseas ou
vômitos; fotofobia e fonofobia
discretas em alguns casos
Frequentemente
acompanhada de náuseas,
vômitos, fotofobia, fonofobia e,
ocasionalmente, aura
Associada a sintomas
autonômicos ipsilaterais:
lacrimejamento, congestão
nasal, ptose, miose e injeção
conjuntival
Epidemiologia
Alta prevalência, distribuição
semelhante entre os sexos
Mais comum em mulheres
(aproximadamente 3:1)
Predominantemente em
homens (aproximadamente",Baixa,Não usar sem validação,pdf-neurologia-cefaleias-minutos-minutos-intensidade-leve-a-moderada-moderada-a-grave-muito-intensa-e-severa-sint
Cefaleias — 1),Neurologia,Cefaleias,,Não especificado,Prescrição,1),,,Inalatória,,,,":1)
Fisiopatologia
Envolve sensibilização central
e tensão muscular
pericraniana
Relacionada a alterações
neurovasculares e disfunção
na regulação de
neurotransmissores (ex.
serotonina)
Acredita-se que haja
disfunção do hipotálamo com
ativação do sistema
trigeminal-autonômico
Tratamento
Uso de AINEs, analgésicos
simples e relaxantes
musculares; na forma
crônica, profilaxia com
amitriptilina
Tratamento agudo com AINEs,
triptanos e antieméticos;
profilaxia com beta-
bloqueadores,
anticonvulsivantes, entre
outros, conforme a frequência
das crises
Manejo agudo com
oxigenoterapia e triptanos
(ex.: sumatriptano
subcutâneo); medidas
preventivas com bloqueios
nervosos, verapamil, lítio ou
corticosteroides
Dicas Rápidas","Avaliar padrão, gatilhos, frequência, uso excessivo de analgésicos e necessidade de profilaxia.","Pior cefaleia da vida, início súbito, déficit neurológico, febre/rigidez nucal, papiledema, câncer/HIV, trauma, gestação/puerpério ou nova cefaleia >50 anos.",Não mascarar cefaleia secundária. Encaminhar/urgência se houver red flags.,Item numerado 3. Cabeçalho próximo: Episódios que duram entre 4 a,,PDF Guia Prático de Prescrições,144,Neurologia > Cefaleias,":1)
Fisiopatologia
Envolve sensibilização central
e tensão muscular
pericraniana
Relacionada a alterações
neurovasculares e disfunção
na regulação de
neurotransmissores (ex.
serotonina)
Acredita-se que haja
disfunção do hipotálamo com
ativação do sistema
trigeminal-autonômico
Tratamento
Uso de AINEs, analgésicos
simples e relaxantes
musculares; na forma
crônica, profilaxia com
amitriptilina
Tratamento agudo com AINEs,
triptanos e antieméticos;
profilaxia com beta-
bloqueadores,
anticonvulsivantes, entre
outros, conforme a frequência
das crises
Manejo agudo com
oxigenoterapia e triptanos
(ex.: sumatriptano
subcutâneo); medidas
preventivas com bloqueios
nervosos, verapamil, lítio ou
corticosteroides
Dicas Rápidas",Alta,Revisado,pdf-neurologia-cefaleias-1-1-fisiopatologia-envolve-sensibilizacao-central-e-tensao-muscular-pericraniana
Cefaleia em salvas — Prednisona 20mg,Neurologia,Cefaleia em salvas,Cefaleias,PS / Alta,Prescrição,Prednisona 20mg,20mg,03 cp por 5 dias (60 mg),,,por 5 dias,,"Prednisona 20mg - cp
Tomar 03 cp por 5 dias (60 mg).","Avaliar padrão, gatilhos, frequência, uso excessivo de analgésicos e necessidade de profilaxia.","Pior cefaleia da vida, início súbito, déficit neurológico, febre/rigidez nucal, papiledema, câncer/HIV, trauma, gestação/puerpério ou nova cefaleia >50 anos.",Não mascarar cefaleia secundária. Encaminhar/urgência se houver red flags.,Item numerado 1. Cabeçalho próximo: Profilaxia de novas crises | Revisão automática: item exige validação clínica/protocolo local antes de uso.,"corticoide, emergência",PDF Guia Prático de Prescrições,145,Neurologia > Cefaleias > Cefaleia em salvas,"Prednisona 20mg - cp
Tomar 03 cp por 5 dias (60 mg).",Baixa,Não usar sem validação,pdf-neurologia-cefaleias-cefaleia-em-salvas-prednisona-20mg-prednisona-20mg-cp-tomar-03-cp-por-5-dias-60-mg
Cefaleia em salvas — dia,Neurologia,Cefaleia em salvas,Cefaleias,PS / Alta,Prescrição,dia,50 mg,2 cp,,,,,dia: 2 cp inteiros + metade de 01 cp (50 mg),"Avaliar padrão, gatilhos, frequência, uso excessivo de analgésicos e necessidade de profilaxia.","Pior cefaleia da vida, início súbito, déficit neurológico, febre/rigidez nucal, papiledema, câncer/HIV, trauma, gestação/puerpério ou nova cefaleia >50 anos.",Não mascarar cefaleia secundária. Encaminhar/urgência se houver red flags.,Item numerado 6. Cabeçalho próximo: Profilaxia de novas crises | Revisão automática: item exige validação clínica/protocolo local antes de uso.,emergência,PDF Guia Prático de Prescrições,145,Neurologia > Cefaleias > Cefaleia em salvas,dia: 2 cp inteiros + metade de 01 cp (50 mg),Baixa,Não usar sem validação,pdf-neurologia-cefaleias-cefaleia-em-salvas-o-dia-o-dia-2-cp-inteiros-metade-de-01-cp-50-mg
Cefaleia em salvas — dia,Neurologia,Cefaleia em salvas,Cefaleias,PS / Alta,Prescrição,dia,40 mg,2 cp,,,,,dia: 2 cp inteiros (40 mg),"Avaliar padrão, gatilhos, frequência, uso excessivo de analgésicos e necessidade de profilaxia.","Pior cefaleia da vida, início súbito, déficit neurológico, febre/rigidez nucal, papiledema, câncer/HIV, trauma, gestação/puerpério ou nova cefaleia >50 anos.",Não mascarar cefaleia secundária. Encaminhar/urgência se houver red flags.,Item numerado 7. Cabeçalho próximo: Profilaxia de novas crises | Revisão automática: item exige validação clínica/protocolo local antes de uso.,emergência,PDF Guia Prático de Prescrições,145,Neurologia > Cefaleias > Cefaleia em salvas,dia: 2 cp inteiros (40 mg),Baixa,Não usar sem validação,pdf-neurologia-cefaleias-cefaleia-em-salvas-o-dia-o-dia-2-cp-inteiros-40-mg
Cefaleia em salvas — dia,Neurologia,Cefaleia em salvas,Cefaleias,PS / Alta,Prescrição,dia,30 mg,1 cp,,,,,dia: 1 cp inteiro + metade de 01 cp (30 mg),"Avaliar padrão, gatilhos, frequência, uso excessivo de analgésicos e necessidade de profilaxia.","Pior cefaleia da vida, início súbito, déficit neurológico, febre/rigidez nucal, papiledema, câncer/HIV, trauma, gestação/puerpério ou nova cefaleia >50 anos.",Não mascarar cefaleia secundária. Encaminhar/urgência se houver red flags.,Item numerado 8. Cabeçalho próximo: Profilaxia de novas crises | Revisão automática: item exige validação clínica/protocolo local antes de uso.,emergência,PDF Guia Prático de Prescrições,145,Neurologia > Cefaleias > Cefaleia em salvas,dia: 1 cp inteiro + metade de 01 cp (30 mg),Baixa,Não usar sem validação,pdf-neurologia-cefaleias-cefaleia-em-salvas-o-dia-o-dia-1-cp-inteiro-metade-de-01-cp-30-mg
Cefaleia em salvas — dia,Neurologia,Cefaleia em salvas,Cefaleias,PS / Alta,Prescrição,dia,20 mg,1 cp,,,,,dia: 1 cp inteiro (20 mg),"Avaliar padrão, gatilhos, frequência, uso excessivo de analgésicos e necessidade de profilaxia.","Pior cefaleia da vida, início súbito, déficit neurológico, febre/rigidez nucal, papiledema, câncer/HIV, trauma, gestação/puerpério ou nova cefaleia >50 anos.",Não mascarar cefaleia secundária. Encaminhar/urgência se houver red flags.,Item numerado 9. Cabeçalho próximo: Profilaxia de novas crises | Revisão automática: item exige validação clínica/protocolo local antes de uso.,emergência,PDF Guia Prático de Prescrições,145,Neurologia > Cefaleias > Cefaleia em salvas,dia: 1 cp inteiro (20 mg),Baixa,Não usar sem validação,pdf-neurologia-cefaleias-cefaleia-em-salvas-o-dia-o-dia-1-cp-inteiro-20-mg
Cefaleia em salvas — dia,Neurologia,Cefaleia em salvas,Cefaleias,PS / Alta,Prescrição,dia,10 mg,01 cp,,,,,dia: metade de 01 cp (10 mg),"Avaliar padrão, gatilhos, frequência, uso excessivo de analgésicos e necessidade de profilaxia.","Pior cefaleia da vida, início súbito, déficit neurológico, febre/rigidez nucal, papiledema, câncer/HIV, trauma, gestação/puerpério ou nova cefaleia >50 anos.",Não mascarar cefaleia secundária. Encaminhar/urgência se houver red flags.,Item numerado 10. Cabeçalho próximo: Profilaxia de novas crises | Revisão automática: item exige validação clínica/protocolo local antes de uso.,emergência,PDF Guia Prático de Prescrições,145,Neurologia > Cefaleias > Cefaleia em salvas,dia: metade de 01 cp (10 mg),Baixa,Não usar sem validação,pdf-neurologia-cefaleias-cefaleia-em-salvas-o-dia-o-dia-metade-de-01-cp-10-mg
Cefaleia em salvas — Verapamil 80 mg,Neurologia,Cefaleia em salvas,Cefaleias,PS / Alta,Prescrição,Verapamil 80 mg,80 mg,"01 cp, de 8/8h, até consulta ambulatorial",Inalatória,de 8/8h; 8/8h,até consulta ambulatorial,,"Verapamil 80 mg - cp
Tomar 01 cp, de 8/8h, até consulta ambulatorial
Conduta no PS
Via inalatória","Avaliar padrão, gatilhos, frequência, uso excessivo de analgésicos e necessidade de profilaxia.","Pior cefaleia da vida, início súbito, déficit neurológico, febre/rigidez nucal, papiledema, câncer/HIV, trauma, gestação/puerpério ou nova cefaleia >50 anos.",Não mascarar cefaleia secundária. Encaminhar/urgência se houver red flags.,Item numerado 2. Cabeçalho próximo: Profilaxia de novas crises | Revisão automática: item exige validação clínica/protocolo local antes de uso.,emergência,PDF Guia Prático de Prescrições,145,Neurologia > Cefaleias > Cefaleia em salvas,"Verapamil 80 mg - cp
Tomar 01 cp, de 8/8h, até consulta ambulatorial
Conduta no PS
Via inalatória",Média,Não usar sem validação,pdf-neurologia-cefaleias-cefaleia-em-salvas-verapamil-80-mg-verapamil-80-mg-cp-tomar-01-cp-de-8-8h-ate-consulta-ambulatorial-conduta-no
"Cefaleia em salvas — O2 100 %, 12-15 L/min, por 15-20 min",Neurologia,Cefaleia em salvas,Cefaleias,PS / Alta,Prescrição,"O2 100 %, 12-15 L/min, por 15-20 min",100 %,,Inalatória,,,,"O2 100 %, 12-15 L/min, por 15-20 min - máscara
não reinalante
Via subcutânea","Avaliar padrão, gatilhos, frequência, uso excessivo de analgésicos e necessidade de profilaxia.","Pior cefaleia da vida, início súbito, déficit neurológico, febre/rigidez nucal, papiledema, câncer/HIV, trauma, gestação/puerpério ou nova cefaleia >50 anos.",Não mascarar cefaleia secundária. Encaminhar/urgência se houver red flags.,Item numerado 1. Cabeçalho próximo: Profilaxia de novas crises | Revisão automática: item exige validação clínica/protocolo local antes de uso.,emergência,PDF Guia Prático de Prescrições,145,Neurologia > Cefaleias > Cefaleia em salvas,"O2 100 %, 12-15 L/min, por 15-20 min - máscara
não reinalante
Via subcutânea",Média,Não usar sem validação,pdf-neurologia-cefaleias-cefaleia-em-salvas-o2-100-12-15-l-min-por-15-20-min-o2-100-12-15-l-min-por-15-20-min-mascara-nao-reinalante-via-subcutanea
Cefaleia em salvas — Sumatriptano 6 mg,Neurologia,Cefaleia em salvas,Cefaleias,PS / Alta,Prescrição,Sumatriptano 6 mg,6 mg,6 mg,SC,,,,Sumatriptano 6 mg - SC,"Avaliar padrão, gatilhos, frequência, uso excessivo de analgésicos e necessidade de profilaxia.","Pior cefaleia da vida, início súbito, déficit neurológico, febre/rigidez nucal, papiledema, câncer/HIV, trauma, gestação/puerpério ou nova cefaleia >50 anos.",Não mascarar cefaleia secundária. Encaminhar/urgência se houver red flags.,Item numerado 2. Cabeçalho próximo: Profilaxia de novas crises | Revisão automática: item exige validação clínica/protocolo local antes de uso.,emergência,PDF Guia Prático de Prescrições,145,Neurologia > Cefaleias > Cefaleia em salvas,Sumatriptano 6 mg - SC,Média,Não usar sem validação,pdf-neurologia-cefaleias-cefaleia-em-salvas-sumatriptano-6-mg-sumatriptano-6-mg-sc
